case_id,docket_no,title,state,date,type,pending,opinion_link
OP-23-0634_Montana_2023/11/22,OP 23-0634,Montanans for Election Reform Action Fund v. Knudsen,Montana,"November 22, 2023",Election 2024,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Mont.%20for%20Elec.%20Reform%20Action%20Fund%20v.%20Knudsen%2C%20Mont.%20OP%2023-0634.pdf
101520-8_Washington_2024/04/18,101520-8,Spokane County v. Meneses,Washington,"April 18, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Spokane%20Cnty.%20v.%20Meneses%2C%20Wash.%20101520-8.pdf
2022-SC-0198-DG_Kentucky_2024/04/18,2022-SC-0198-DG,Conn v. Kentucky Parole Board,Kentucky,"April 18, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Conn%20v.%20Ky.%20Parole%20Bd.%2C%20Ky.%202022-SC-0198-DG.pdf
20210938_Utah_2024/04/18,20210938,Salt Lake County v. Utah State Tax Commission,Utah,"April 18, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Salt%20Lake%20Cnty.%20v.%20Utah%20State%20Tax%20Comm%27n%2C%20Utah%2020210938.pdf
"121,-510_Oklahoma_2024/02/28","121, 510",Jackson County Emergency Medical Service District v. Kirkland,Oklahoma,"February 28, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Jackson%20Cty.%20Emergency%20Med.%20Serv.%20Dist.%20v.%20Kirkland%2C%20Okla.%20No.%20121%2C%20510.pdf
22-759_West-Virginia_2024/04/11,22-759,State v. Slaughter,West Virginia,"April 11, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Slaughter%2C%20W.%20Va.%2022-759.pdf
CR-21-0397-PR_Arizona_2024/04/11,CR-21-0397-PR,Mitchell v. Palmer,Arizona,"April 11, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20ex%20rel.%20Mitchell%20v.%20Palmer%2C%20Ariz.%20CR-21-0397-PR.pdf
DA-22-0639_Montana_2024/04/09,DA 22-0639,Forward Montana v. State,Montana,"April 9, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Forward%20Mont.%20v.%20State%2C%20Mont.%20DA%2022-0639.pdf
No.-W2022-00514-COA-R3-CV_Tennessee_2024/05/09,No. W2022-00514-COA-R3-CV,Rainwaters v. Tennessee Wildlife Resources Agency,Tennessee,"May 9, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-05/rainwatersterryopn.pdf
No.-23-1145_Iowa_2024/06/28,No. 23-1145,"Planned Parenthood of the Heartland, Inc, et al. v. Kim Reynolds, et al.",Iowa,"June 28, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-06/the-iowa-supreme-court-opinion.pdf
S24A0599_Georgia_2024/05/09,S24A0599,Cobb County v. Floam,Georgia,"May 9, 2024",Civil Due Process,False,https://statecourtreport.org/sites/default/files/2024-05/ga-cobb-county-sc-opinion-5.9.24.pdf
2023-0156_Ohio_2024/04/04,2023-0156,State v. Carter,Ohio,"April 4, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Carter%2C%20Ohio%202023-0156.pdf
SC2023-0682_Florida_2024/04/01,SC2023-0682,Advisory Opinion to the Attorney General re: Adult Personal Use of Marijuana,Florida,"April 1, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Advisory%20Op.%20to%20the%20Attorney%20Gen.%2C%20Fla.%20SC2023-0682.pdf
No.-MA-121694_Oklahoma_2024/06/25,No. MA-121694,Drummond  v. Statewide Virtual Charter Schoolboard,Oklahoma,"June 25, 2024",Education,False,https://statecourtreport.org/sites/default/files/2024-06/supreme-court-of-oklahoma-opinion.pdf
S267522_California_2024/05/02,S267522,People v. Flores,California,"May 2, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/2024-05/ca-people-flores-opinion.pdf
S-21-1037_Nebraska_2024/05/03,S-21-1037,Joshua M. v. State,Nebraska,"May 3, 2024",Civil Due Process,False,https://statecourtreport.org/sites/default/files/2024-05/n00011022pub.pdf
88307_Nevada_2024/05/24,88307,Fleischmann v. Aguilar,Nevada,"May 24, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2024-05/fleischmann-order_24-18197.pdf
2024-WY-16_Wyoming_2024/02/02,2024 WY 16,Rodriguez-Williams v. Johnson,Wyoming,"February 2, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Rodriguez-Williams%20v.%20Johnson%2C%20Wyo.%20S-23-0196.pdf
DA-22-0586_Montana_2024/04/26,DA 22-0586,Barrett v. Montana,Montana,"April 26, 2024",Education,False,https://statecourtreport.org/sites/default/files/2024-05/montana-barrett-opinion-4.26.24.pdf
23-0565_Texas_2024/04/26,23-0565,Hogan v. Southern Methodist University,Texas,"April 26, 2024",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2024-05/tx-sc-opinion-hogan-v-smu.pdf
83999_Nevada_2024/04/18,83999,Sisolak v. Polymer80,Nevada,"April 18, 2024",Civil Due Process,False,https://statecourtreport.org/sites/default/files/2024-05/nv-sisolak-poly-opinion-4.18.24.pdf
87681_Nevada_2024/04/18,87681,Nevadans For Reproductive Freedom v. Washington et al.,Nevada,"April 18, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-04/nevadans-for-repro-freedom.pdf
164685_Michigan_2024/07/29,164685,People v. Lymon,Michigan,"July 29, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-07/lymon-opinion.pdf
165325_Michigan_2024/09/18,165325,Mothering Justice v. Attorney General,Michigan,"September 18, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2025-10/supreme_court_of_michigan-opinion.pdf
23-0697_Texas_2024/06/28,23-0697,Texas v. Loe,Texas,"June 28, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/2024-06/loe-supreme-court.pdf
2022-SA-01129-SCT_Mississippi_2024/05/02,2022-SA-01129-SCT,Midsouth Association of Independent Schools v. Parents for Public Schools,Mississippi,"May 2, 2024",Education,False,https://statecourtreport.org/sites/default/files/2024-05/miss-midsouth-opinion-5.2.24.pdf
86035_Nevada_2024/03/28,86035,I.S. v. State,Nevada,"March 28, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/I.S.%20v.%20State%20%28In%20re%20I.A%29%2C%20Nev.%2086035.pdf
A23-0737_Minnesota_2024/03/27,A23-0737,Alliance Housing Incorporated v. County of Hennepin,Minnesota,"March 27, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/All.%20Hous.%20v.%20Cnty.%20of%20Hennepin%2C%20Minn.%20A23-0737.pdf
2023-CC-01194_Louisiana_2024/03/22,2023-CC-01194,Bienvenu v. Defendant 1,Louisiana,"March 22, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Bienvenu%20v.%20Defendant%201%2C%20La.%202023-CC-01194.pdf
DA-21-0413_Montana_2024/03/20,DA 21-0413,State v. Gibbons,Montana,"March 20, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Gibbons%2C%20Mont.%20DA%2021-0413.pdf
22-0102_Texas_2024/03/15,22-0102,City of Dallas v. Employees Retirement Fund of City of Dallas,Texas,"March 15, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/City%20of%20Dall.%20v.%20The%20Emps%27%20Ret.%20Fund%20of%20City%20of%20Dall.%2C%20Tex.%2022-0102.pdf
23-691_West-Virginia_2024/03/15,23-691,Board of Education v. Cabell County Public Library,West Virginia,"March 15, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/The%20Bd.%20of%20Educ.%20v.%20The%20Cabell%20Cnty.%20Pub.%20Library%2C%20W.%20Va.%2023-691.pdf
2020AP2007_Wisconsin_2024/03/14,2020AP2007,"Catholic Charities Bureau, Inc. v. State",Wisconsin,"March 14, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Catholic%20Charities%20Bureau%2C%20Inc.%20v.%20State%2C%20Wis.%202020AP2007.pdf
SC-S070162_Oregon_2024/03/14,SC S070162,Thompson v. Fhuere,Oregon,"March 14, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Thompson%20v.%20Fhuere%2C%20Or.%20SC%20S070162.pdf
S-17910_Alaska_2024/03/08,S-17910,State v. McKelvey,Alaska,"March 8, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20McKelvey%2C%20Alaska%20S-17910.pdf
SCM-REG-0007-2023_Maryland_2023/03/28,SCM-REG-0007-2023,Syed v. Lee,Maryland,"March 28, 2023",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/additionalPdfs/processed/Court%20of%20Appeals%20-Opinion%20-03.28.2023.pdf
2022-0537_New-Hampshire_2024/08/30,2022-0537,Jane Doe v. Manchester School District,New Hampshire,"August 30, 2024",Civil Rights,False,https://statecourtreport.org/sites/default/files/2024-12/supreme_court_of_new_hampshire-opinion.pdf
2023-0009_Ohio_2024/03/06,2023-0009,Smith v. Ohio State University,Ohio,"March 6, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Smith%20v.%20Ohio%20State%20Univ.%2C%20Ohio%202023-0009.pdf
SCAP-22-0000368_Hawaii_2024/03/05,SCAP-22-0000368,Davis v. Bissen,Hawaii,"March 5, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Davis%20v.%20Bissen%2C%20Haw.%20SCAP-22-0000368.pdf
121777_Oklahoma_2024/03/04,121777,State Chamber of Oklahoma v. Cobbs,Oklahoma,"March 4, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20Chamber%20of%20Okla.%20v.%20Cobbs%2C%20Okla.%20121777.pdf
S-1-SC-39225_New-Mexico_2024/04/01,S-1-SC-39225,Aztec Municipal Schools v. Cardenas,New Mexico,"April 1, 2024",Torts and Liability,False,https://statecourtreport.org/sites/default/files/2024-04/nm-supreme-court-aztec-v-cardenas.pdf
S-18619_Alaska_2024/03/01,S-18619,Vazquez v. State,Alaska,"March 1, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Vazquez%20v.%20State%2C%20Alaska%20S-18619.pdf
S-23-038_Nebraska_2024/03/01,S-23-038,State v. Gnewuch,Nebraska,"March 1, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/State%20v.%20Gnewuch%2C%20Neb.%20S-23-038.pdf
OP-24-0182_Montana_2024/04/01,OP 24-0182,Montanans Securing Reproductive Rights v. Knudsen,Montana,"April 1, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-04/montana-supreme-court-opinion.pdf
SC2023-1392_Florida_2024/04/01,SC2023-1392,Advisory Opinion to the Attorney General re: Limiting Government Interference with Abortion,Florida,"April 1, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-04/supreme-court-of-florida-opinion.pdf
Ken-22-411_Maine_2024/03/28,Ken-22-411,Parker v. Department of Inland Fisheries and Wildlife,Maine,"March 28, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2024-04/maine-supreme-court-parker-v-department-of-inland-fisheries-and-wildlife.pdf
148PA14-2_North-Carolina_2024/03/22,148PA14-2,Washington v. Cline,North Carolina,"March 22, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-03/nl-nc-washington-v-kline.pdf
"124,378_Kansas_2024/05/31","124,378",League of Women Voters of Kansas v. Schwab,Kansas,"May 31, 2024",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2024-06/kansas-lwv-opinion.pdf
SC2023-1246_Florida_2024/06/06,SC2023-1246,Worrell v. Desantis,Florida,"June 6, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-08/fl-worrelldesantisopinion-6.6.24.pdf
S273368_California_2024/02/26,S273368,"Tricoast Builders, Inc. v. Fonnegra",California,"February 26, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Tricoast%20Builders%2C%20Inc.%20v.%20Fonnegra%2C%20Cal.%20S273368.pdf
A22-1314_Minnesota_2024/03/06,A22-1314,Minnesota v. Malecha,Minnesota,"March 6, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-03/minnesota-malecha.pdf
2022-001280_South-Carolina_2024/07/31,2022-001280,Owens v. Stirling,South Carolina,"July 31, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-07/op-28222-freddie-e-owens-v-bryan-p-stirling-1.pdf
22-0401_Iowa_2024/02/23,22-0401,Smith v. Iowa District Court for Polk County,Iowa,"February 23, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Smith%20v.%20Iowa%20District%20Court%20for%20Polk%20Cnty.%2C%20Iowa%2022-0401.pdf
SJC-12405_Massachusetts_2024/02/22,SJC-12405,Commonwealth v. Shepherd,Massachusetts,"February 22, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Commonwealth%20v.%20Shepherd%2C%20Mass.%20SJC-12405.pdf
SJC-13434-_Massachusetts_2024/03/08,SJC-13434 ,"Six Brothers, Inc. v. Town of Brookline",Massachusetts,"March 8, 2024",Judicial Interpretation,False,https://statecourtreport.org/sites/default/files/2024-03/sjc-opinion-six-brothers.pdf
S-23-644_Nebraska_2024/07/26,S-23-644,"Planned Parenthood of the Heartland, Inc. v. Hilgers",Nebraska,"July 26, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-07/nebraksa-pp-hilgers-opinion-7.26.24.pdf
S279622_California_2024/07/25,S279622,Castellanos v. State of California et al.,California,"July 25, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/2024-07/cali-castellanos-opinion-7.25.24.pdf
SC99966_Missouri_2024/02/14,SC99966,Planned Parenthood of the St. Louis Region v. Knodell,Missouri,"February 14, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Planned%20Parenthood%20of%20the%20St.%20Louis%20Region%20v.%20Knodell%2C%20Mo.%20SC99966.pdf
2022-0316_Ohio_2024/02/14,2022-0316,Schaad v. Alder,Ohio,"February 14, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Schaad%20v.%20Alder%2C%20Ohio%202022-0316.pdf
S-18481_Alaska_2024/02/09,S-18481,"Native Village of Kwinhagak v. State, Department of Health & Social Services",Alaska,"February 9, 2024",Civil Due Process,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Native%20Vill.%20of%20Kwinhagak%20v.%20State%2C%20Dep%27t%20of%20Health%20%26%20Soc.%20Servs.%2C%20Alaska%20S-18481.pdf
30488_South-Dakota_2024/02/09,30488,In re Noem,South Dakota,"February 9, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/In%20re%20Noem%2C%20S.D.%2030488.pdf
51227-2023_Idaho_2024/04/11,51227-2023,BABE VOTE v. McGrane,Idaho,"April 11, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2024-04/idaho-babe-vote-opinion.pdf
PD-0280-22_Texas_2024/02/07,PD-0280-22,Becerra v. State,Texas,"February 7, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Becerra%20v.%20State%2C%20Tex.%20Crim.%20App.%20PD-0280-22.pdf
CV-23-0076-PR_Arizona_2024/02/06,CV-23-0076-PR,Neptune Swimming Foundation v. City of Scottsdale,Arizona,"February 6, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Neptune%20Swimming%20Found.%20v.%20City%20of%20Scottsdale%2C%20Ariz.%20CV-23-0076-PR.pdf
CV-22-0228-PR_Arizona_2024/03/22,CV-22-0228-PR,Cao v. PFP Dorsey Investments,Arizona,"March 22, 2024",Economic and Labor Rights,False,https://statecourtreport.org/sites/default/files/2024-03/arizona-takings-case-opinion.pdf
DA-22-0639_Montana_2024/01/31,DA 22-0639,Forward Montana v. State,Montana,"January 31, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Montana%20v.%20State%2C%20Mont.%20DA%2022-0639.pdf
S-23-0062_Wyoming_2024/01/31,S-23-0062,City of Laramie v. University of Wyoming,Wyoming,"January 31, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/City%20of%20Laramie%20v.%20Univ.%20of%20Wyo.%2C%20Wyo.%20S-23-0062.pdf
16-WAP-2021_Pennsylvania_2022/10/19,16 WAP 2021,Scott v. Pennsylvania Board of Parole,Pennsylvania,"October 19, 2022",Criminal Law,False,https://statecourtreport.org/sites/default/files/2026-02/supreme_court_of_pennsylvania-opinion.pdf
No.-08SA402_Colorado_2024/02/24,No. 08SA402,Owens v. People,Colorado,"February 24, 2024",Criminal Law,False,https://statecourtreport.org/sites/default/files/2024-02/owens-v-people.pdf
22-1145_Texas_2024/06/28,22-1145,Hensley v. State Commission on Judicial Conduct,Texas,"June 28, 2024",Speech and Religion,False,https://statecourtreport.org/sites/default/files/2025-11/supreme_court_of_texas-dissenting_opinion.pdf
No.-SC100277_Missouri_2024/02/14,No. SC100277,Faatz v. Ashcroft,Missouri,"February 14, 2024",Voting Rights and Elections,False,https://statecourtreport.org/sites/default/files/2024-02/ashcroft-missouri.pdf
SC-2022-0515_Alabama_2024/02/16,SC-2022-0515,LePage v. Center for Reproductive Medicine,Alabama,"February 16, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-02/lepage-v-center-for-reproductive-medicine-alabama-supreme-court-02.16.2024.pdf
2322-CC00120_Missouri_2024/06/14,2322-CC00120,The Reverend Traci Blackmon v. Missouri,Missouri,"June 14, 2024",Reproductive Rights,False,https://statecourtreport.org/sites/default/files/2024-06/mo-circuit-court-opinion-blackmon-v-missouri-6.14.24.pdf
2022-0348_New-Hampshire_2024/01/30,2022-0348,"Hardy v. Chester Arms, LLC",New Hampshire,"January 30, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Hardy%20v.%20Chester%20Arms%2C%20LLC%2C%20N.H.%202022-0348.pdf
J-34A-2023_Pennsylvania_2024/01/29,J-34A-2023,Siger v. City of Chester,Pennsylvania,"January 29, 2024",Government Structure,False,https://statecourtreport.org/sites/default/files/fastcase/converted/Siger%20v.%20City%20of%20Chester%2C%20Pa.%2012%20MAP%202023.pdf
